"Sicilian Defense, Prins Variation, Venice Attack","B55","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.f3 e5 6.Bb5+"
"King's Gambit, General","C30","1.e4 e5 2.f4"
"English Opening, King's English Variation, Troger Defense","A21","1.c4 e5 2.Nc3 d6 3.g3 Be6 4.Bg2 Nc6"
"Three Knights Opening, Steinitz Defense","C46","1.e4 e5 2.Nf3 Nc6 3.Nc3 g6"
"Nimzo-Larsen Attack, Symmetrical Variation","A01","1.b3 b6"
"Sicilian Defense, Modern Variations","B56","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3"
"Slav Defense, Geller Gambit","D15","1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.e4"
"Blumenfeld Countergambit, General","E10","1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 b5"
"King's Indian Defense, Fianchetto Variation, Double Fianchetto Attack","E64","1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 d6 5.Bg2 O-O 6.O-O Nbd7 7.Nc3 e5 8.b3"
"Ponziani Opening, General","C44","1.e4 e5 2.Nf3 Nc6 3.c3"
"King's Knight Opening, Normal Variation","C44","1.e4 e5 2.Nf3 Nc6"
"Queen's Indian Defense, Kasparov-Petrosian Variation, Andersson Variation","E12","1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 Ne4"
"Spanish Game, Morphy Defense, Norwegian Variation","C70","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 b5 5.Bb3 Na5"
"Catalan Opening, Open Defense, Classical Line","E05","1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 dxc4 5.Nf3 Be7"
"Caro-Kann Defense, Accelerated Panov Attack","B10","1.e4 c6 2.c4"
"Queen's Gambit Refused, Chigorin Defense, Modern Gambit","D06","1.d4 d5 2.c4 Nc6 3.Nc3 Nf6 4.Nf3 dxc4"
"Sicilian Defense, Lasker-Pelikan Variation, Retreat Variation","B33","1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Nf3"
"Spanish Game, Closed Variations, Worrall Attack, Delayed castling line","C86","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Qe2 b5 7.Bb3 d6"
"Kangaroo Defense, Keres Defense, Transpositional Variation","E00","1.d4 e6 2.c4 Bb4+ 3.Nc3"
"Sicilian Defense, Pin Variation","B40","1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Bb4"
"Gruenfeld Defense, Smyslov Defense","D94","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.Bd3 c6 7.O-O Bg4"
"Nimzo-Indian Defense, Normal Variation, Gligoric System, Bernstein Defense","E56","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6"
"Tarrasch Defense, Classical Variation, Reti Variation","D34","1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 Nf6 7.Bg2 Be7 8.O-O O-O 9.dxc5 Bxc5 10.Na4"
"Queen's Gambit Accepted, Classical Defense, Alekhine System, Main Line","D29","1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.Qe2 b5 8.Bb3 Bb7"
"Philidor Defense, Larsen Variation","C41","1.e4 e5 2.Nf3 d6 3.d4 exd4 4.Nxd4 g6"
"English Opening, Agincourt Defense, Tarrasch Defense","A14","1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 c5 5.b3 Nc6 6.O-O Be7"
"Vienna Game, Vienna Gambit, Paulsen Attack","C29","1.e4 e5 2.Nc3 Nf6 3.f4 d5 4.fxe5 Nxe4 5.Qf3"
"Nimzo-Indian Defense, Huebner Variation, Rubinstein Variation, Main Line","E42","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 c5 5.Ne2 cxd4 6.exd4 O-O 7.a3"
"Spanish Game, Classical Variation, Zukertort Gambit","C64","1.e4 e5 2.Nf3 Nc6 3.Bb5 Bc5 4.O-O Nf6 5.c3"
"Pirc Defense, Bayonet Attack","B07","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be2 Bg7 5.h4"
"Sicilian Defense, Nimzowitsch  Variation, Exchange Variation","B29","1.e4 c5 2.Nf3 Nf6 3.e5 Nd5 4.Nc3 Nxc3"
"King's Indian Defense, Fianchetto Variation, Benjamin Defense","E61","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c6 7.O-O Qb6"
"Benoni Defense, King's Indian System","A56","1.d4 Nf6 2.c4 c5 3.d5 e5 4.Nc3 d6 5.e4 g6"
"Blumenfeld Countergambit, Accepted","E10","1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 b5 5.dxe6 fxe6 6.cxb5 d5"
"Indian Game, Seirawan Attack","E00","1.d4 Nf6 2.c4 e6 3.Bg5"
"Pterodactyl Defense, Eastern, Benoni","B06","1.e4 g6 2.d4 Bg7 3.Nc3 c5 4.d5"
"King's Indian Defense, Orthodox Variation, Donner Defense","E94","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O c6"
"Queen's Gambit Declined, Semi-Tarrasch Defense, Main Line","D42","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.cxd5 Nxd5 6.e3 Nc6 7.Bd3"
"Spanish Game, Closed Variations, Chigorin Defense","C98","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Na5 10.Bc2 c5 11.d4 Qc7 12.Nbd2 Nc6"
"Pterodactyl Defense, Western, Rhamporhynchus","B06","1.e4 g6 2.d4 Bg7 3.Nf3 c5 4.dxc5 Qa5+"
"Queen's Gambit Refused, Albin Countergambit, Fianchetto Variation","D09","1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3 Nc6 5.g3"
"Sicilian Defense, Scheveningen Variation, English Attack","B80","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be3 a6 7.Qd2"
"Alekhine Defense, Modern Variation, Larsen-Haakert Variation","B04","1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Nc6"
"Sicilian Defense, Nimzowitsch  Variation, Main Line","B29","1.e4 c5 2.Nf3 Nf6 3.e5 Nd5 4.Nc3 e6 5.Nxd5 exd5 6.d4 Nc6"
"Zukertort Opening, Polish Defense","A04","1.Nf3 b5"
"English Opening, Symmetrical Variation, Fianchetto Variation","A36","1.c4 c5 2.Nc3 Nc6 3.g3"
"Slav Defense, Czech Variation, Carlsbad Variation, Morozevich Variation","D17","1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5 6.Ne5 Nbd7 7.Nxc4 Qc7 8.g3 e5 9.dxe5 Nxe5 10.Bf4 Nfd7 11.Bg2 g5"
"Four Knights Game, Spanish Variation, Rubinstein Variation, Accepted","C48","1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Nd4 5.Nxd4"
"Sicilian Defense, Canal Attack, Haag Gambit","B51","1.e4 c5 2.Nf3 d6 3.Bb5+ Bd7 4.Bxd7+ Qxd7 5.O-O Nc6 6.c3 Nf6 7.d4"
"Spanish Game, Marshall Attack, General","C89","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d5"
"Russian Game, Millenium Attack","C42","1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.Bd3"
"Gruenfeld Defense, Russian Variation, Byrne (Simagin) Variation","D97","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Nc6"
"Spanish Game, Closed Variations, Zaitsev System","C92","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Re8"
"Pirc Defense, 150 Attack, Sveshnikov-Jansa Attack","B07","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be3 c6 5.h3"
"Four Knights Game, Spanish Variation","C49","1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.d3 Bxc3"
"Queen's Gambit Declined, Semi-Tarrasch Defense, Pillsbury Variation","D41","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.cxd5 Nxd5 6.e3"
"Sicilian Defense, Richter-Rauzer Variation, Vitolins Variation","B62","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Bb5"
"Sicilian Defense, Flohr Variation","B32","1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Qc7"
"English Opening, Anglo-Indian Defense, Queens Indian Formation","A17","1.c4 Nf6 2.Nc3 e6 3.Nf3 b6"
"Elephant Gambit, Paulsen Countergambit","C40","1.e4 e5 2.Nf3 d5 3.exd5 e4"
"Russian Game, Paulsen Attack","C42","1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nc4"
"Caro-Kann Defense, Panov Attack, Modern Defense, Carlsbad Line","B13","1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Bg5 e6"
"Queen's Indian Defense, Fianchetto Variation, Saemisch Variation","E15","1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 c5"
"Queen Pawn Game, Veresov Atack, Richter Variation","D01","1.d4 d5 2.Nc3 Nf6 3.Bg5 Bf5 4.f3"
"Reti Opening, Anglo-Slav Variation, Bogoljubow Variation III","A12","1.Nf3 d5 2.c4 c6 3.b3"
"Spanish Game, Morphy Defense, Modern Steinitz Defense","C73","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 d6 5.Bxc6+ bxc6 6.d4 f6"
"Sicilian Defense, Modern Variations, Anti-Qxd4 Move Order","B50","1.e4 c5 2.Nf3 d6 3.d4 Nf6"
"Benko Gambit, Declined, Sosonko Variation","A57","1.d4 Nf6 2.c4 c5 3.d5 b5 4.a4"
"Gruenfeld Defense, Brinckmann Attack, Grünfeld Gambit, Capablanca Variation","D83","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O 6.Rc1"
"Russian Game, Modern Attack, Center Attack","C43","1.e4 e5 2.Nf3 Nf6 3.d4 exd4 4.e5 Ne4 5.Qxd4"
"Vienna Game, Stanley Variation","C26","1.e4 e5 2.Nc3 Nf6 3.Bc4"
"Spanish Game, Morphy Defense, Fianchetto Defense Deferred","C70","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 g6"
"Sicilian Defense, Smith-Morra Gambit, Declined, Scandinavian Formation","B21","1.e4 c5 2.d4 cxd4 3.c3 d5"
"Queen's Gambit Accepted, Bogoljubow Defense","D24","1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.Nc3 a6 5.e4"
"Gunderam Defense, General","C40","1.e4 e5 2.Nf3 Qe7"
"Russian Game, Damiano Variation, Kholmov Gambit","C42","1.e4 e5 2.Nf3 Nf6 3.Nxe5 Nxe4 4.Qe2 Qe7"
"Queen Pawn Game, Anti-Torre","D02","1.d4 d5 2.Nf3 Bg4"
"French Defense, MacCutcheon Variation, Janowski Variation","C12","1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.Be3"
"Slav Defense, Slav Gambit, Alekhine Attack","D10","1.d4 d5 2.c4 c6 3.Nc3 dxc4 4.e4"
"Catalan Opening, Open Defense, Tarrasch Defense","E04","1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 c5 5.Nf3 Nc6"
"Nimzo-Indian Defense, Classical Variation, Noa Variation","E37","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 d5 5.a3 Bxc3+ 6.Qxc3 Ne4 7.Qc2"
"Benko Gambit, Zaitsev Variation, Nescafe Frappe Attack","A57","1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.Nc3 axb5 6.e4 b4 7.Nb5"
"King Pawn Game, Maroczy Defense","B07","1.e4 d6 2.d4 e5"
"Scotch Game, Göring Gambit","C44","1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.c3"
"Italian Game, Scotch Gambit, Max Lange Attack","C55","1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d4 exd4 5.O-O Bc5"
"Sicilian Defense, Dragon Variation, Yugoslav Attack","B76","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 O-O"
"Sicilian Defense, McDonnell Attack, Tal Gambit","B21","1.e4 c5 2.f4 d5 3.exd5 Nf6"
"Sicilian Defense, Scheveningen Variation, Classical Variation, Paulsen Variation","B85","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 a6 7.O-O Qc7 8.f4 Nc6 9.Be3"
"Queen's Indian Defense, Fianchetto Variation, Nimzowitsch Variation, Timman's Line","E15","1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.Qb3"
"Caro-Kann Defense, Karpov Variation, Smyslov Variation, Main Line","B17","1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Bc4 Ngf6 6.Ng5 e6 7.Qe2 Nb6 8.Bb3"
"Nimzo-Indian Defense, Saemisch Variation","E26","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.a3 Bxc3+ 5.bxc3 c5 6.e3"
"Bishop's Opening, Vienna Hybrid, Hromadka Variation","C28","1.e4 e5 2.Bc4 Nf6 3.d3 Nc6 4.Nc3 Bb4 5.Ne2"
"Slav Defense, Exchange Variation, Trifunovic Variation","D14","1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.cxd5 cxd5 5.Nc3 Nc6 6.Bf4 Bf5 7.e3 e6 8.Qb3 Bb4"
"Semi-Slav Defense, Meran Variation, Lundin Variation","D47","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Bd3 dxc4 7.Bxc4 b5 8.Bd3 b4"
"Nimzo-Indian Defense, Spielmann Variation","E22","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qb3"
"Nimzo-Indian Defense, Saemisch Variation","E28","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.a3 Bxc3+ 5.bxc3 O-O 6.e3"
"Sicilian Defense, Richter-Rauzer Variation, Ivanov Variation","B63","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 Qb6"
"Queen's Indian Defense, Kasparov Variation, General","E13","1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.Bg5 h6 6.Bh4 Bb4"
"Vienna Game, Falkbeer Variation","C26","1.e4 e5 2.Nc3 Nf6"
"King's Indian Attack, Smyslov Variation","A05","1.Nf3 Nf6 2.g3 g6 3.b4"
"Pirc Defense, Classical Variation","B07","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be2"
"Queen Pawn Game, Veresov Atack, Alburt Defense","D00","1.d4 d5 2.Nc3 Bf5"
"Dutch Defense, Classical Variation, Stonewall Variation","A95","1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d5 7.Nc3 c6"
"Danish Gambit, General","C21","1.e4 e5 2.d4 exd4 3.c3"
"Scandinavian Defense, Panov Transfer","B01","1.e4 d5 2.exd5 Nf6 3.c4 c6"
"Queen's Gambit Accepted, Rosenthal Variation","D21","1.d4 d5 2.c4 dxc4 3.Nf3 e6"
"Italian Game, Evans Gambit, Anderssen Variation, Cordel Line","C51","1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Be7 6.d4 Na5"
"Bird Opening, Lasker Variation","A03","1.f4 d5 2.Nf3 Nf6 3.e3 c5"
"Russian Game, Classical Attack, Marshall Variation","C42","1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bd6"
"Reti Opening, Anglo-Slav Variation, London Defensive System","A12","1.Nf3 d5 2.c4 c6 3.b3 Nf6 4.g3 Bf5"
"Zukertort Opening, Lisitsyn Gambit","A04","1.Nf3 f5 2.e4"
"Sicilian Defense, Kan Variation, Wing Attack, Spraggett Attack","B43","1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3 b5 6.Bd3 Qb6 7.Nf3"
"Spanish Game, Closed Variations, Center Attack","C84","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.d4"
"French Defense, Alekhine-Chatard Attack, Maroczy Variation","C13","1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.h4 a6"
"Dutch Defense, Leningrad Variation","A86","1.d4 f5 2.c4 Nf6 3.g3 g6"
"King's Indian Defense, Fianchetto Variation, Yugoslav Variation, Rare Lines","E64","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5"
"Slav Defense, Czech Variation, Wiesbaden Variation, Sharp line","D17","1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5 6.Ne5 e6 7.f3 Bb4 8.e4"
"Queen's Gambit Declined, Westphalian Variation","D51","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3 Bb4 6.Nf3 c5"
"Nimzowitsch Defense, Mikenas Variation","B00","1.e4 Nc6 2.d4 d6"
"Sicilian Defense, Najdorf Variation, Neo-Classical Defense","B96","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Nc6"
"Alekhine Defense, General","B02","1.e4 Nf6"
"Modern Defense, Rossolimo Variation","A41","1.e4 g6 2.d4 Bg7 3.Nf3 d6 4.c4 Bg4"
"Dutch Defense, Classical Variation, Ilyin-Zhenevsky Variation, General","A97","1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d6 7.Nc3 Qe8"
"Italian Game, Classical Variation, Giuoco Pianissimo, Main line","C53","1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d3 a6 6.Bb3 Ba7 7.h3 O-O 8.O-O d6 9.Re1"
"Sicilian Defense, Kan Variation, Wing Attack, Fianchetto Variation","B43","1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3 b5 6.g3"
"Queen's Gambit Declined, Anti-Tartakower Variation, Petrosian Variation","D55","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bxf6 Bxf6 8.Rc1 c6 9.Bd3 Nd7 10.O-O dxc4 11.Bxc4"
"French Defense, Winawer Variation, Retreat  Variation, General","C18","1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Ba5"
"Indian Game, Normal Variation","A50","1.d4 Nf6 2.c4"
"Sicilian Defense, Kronberger Variation","B20","1.e4 c5 2.Na3"
"Semi-Slav Defense, Meran Variation, Wade Variation, Larsen Variation","D47","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Bd3 dxc4 7.Bxc4 b5 8.Bd3 Bb7 9.e4 b4 10.Na4 c5 11.e5 Nd5"
"Dutch Defense, Nimzo-Dutch Variation","A90","1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Bb4+"
"King's Indian Defense, Orthodox Variation, Classical System, Benko Attack","E99","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nc6 8.d5 Ne7 9.Ne1 Nd7 10.f3 f5 11.g4"
"Sicilian Defense, Najdorf Variation, Browne Variation","B98","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Be7 8.Qf3 h6 9.Bh4 Qc7"
"Rubinstein Opening, Bogoljubow Defense","D05","1.d4 d5 2.Nf3 Nf6 3.e3 e6 4.Bd3 c5 5.b3 Nc6 6.Bb2 Bd6 7.O-O O-O"
"Neo-Gruenfeld Defense, Classical Variation, Polgar Variation","D78","1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3 O-O 6.O-O Nc6"
"Italian Game, Classical Variation, Greco Gambit, Anderssen Variation","C54","1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4 exd4 6.e5 d5 7.Bb5 Ne4 8.cxd4 Bb4+"
"Bird Opening, From Gambit, Lasker Variation","A02","1.f4 e5 2.fxe5 d6 3.exd6 Bxd6 4.Nf3 g5"
"Sicilian Defense, O'Kelly Variation, Maroczy Bind, Robatsch Line","B28","1.e4 c5 2.Nf3 a6 3.c4 d6"
"Nimzo-Indian Defense, Classical Variation, Zurich Variation","E33","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 Nc6"
"Italian Game, Two Knights Defense, Ulvestad Variation","C57","1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5 5.exd5 b5"
"Spanish Game, Morphy Defense, Modern Steinitz Defense","C75","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 d6 5.c3 Bd7 6.d4 Nge7"
"Queen Pawn Game, Colle System, Gruenfeld Formation","A48","1.d4 Nf6 2.Nf3 g6 3.e3 Bg7 4.Bd3 d5"
"King's Indian Defense, Zinnowitz Variation","E90","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Bg5"
"Spanish Game, Closed Variations, Smyslov-Breyer-Zaitsev Hybrid","C93","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Re8 10.d4 Bb7 11.Nbd2 Bf8 12.a3 h6"
"Nimzo-Indian Defense, Three Knights Variation, Duchamp Variation, Modern Line","E21","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Nf3 b6 5.Bg5 Bb7 6.Nd2"
"Slav Defense, Smyslov Variation","D16","1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Na6"
"Old Indian, Czech Variation w/Nc3","A53","1.d4 Nf6 2.c4 d6 3.Nc3 c6"
"Modern Defense, Bishop Attack","B06","1.e4 g6 2.d4 Bg7 3.Bc4"
"Italian Game, Two Knights Defense, Fritz Variation","C57","1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5 5.exd5 Nd4"
"Benoni Defense, Old Benoni Defense, Clarendon Court Variation","A43","1.d4 c5 2.d5 f5"
"Four Knights Game, Scotch Variation","C47","1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4"
"Reti Opening, Anglo-Slav Variation, Bogoljubow Variation II","A12","1.Nf3 d5 2.c4 c6 3.b3 Bg4"
"Trompowsky Attack, Poisoned Pawn Variation","A45","1.d4 Nf6 2.Bg5 c5 3.d5 Qb6 4.Nc3"
"Russian Game, Modern Attack, Murrey Variation","C43","1.e4 e5 2.Nf3 Nf6 3.d4 Nxe4 4.Bd3 Nc6"
"French Defense, Winawer Variation, Advance Variation, Moscow Variation","C17","1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.Qg4"
"King's Knight Opening, Konstantinopolsky Opening","C44","1.e4 e5 2.Nf3 Nc6 3.g3"
"Sicilian Defense, Kan Variation, Maroczy Bind, Bronstein Variation","B41","1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4 Nf6 6.Nc3 Bb4 7.Bd3 Nc6"
"King Pawn Game, Tayler Opening, Inverted Hanham","C44","1.e4 e5 2.Nf3 Nc6 3.Be2 Nf6 4.d3 d5 5.Nbd2"
"Italian Game, Bird's Attack","C53","1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.b4"
"Benoni Defense, Classical Variation, Main line","A73","1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.Nf3 Bg7 8.Be2 O-O 9.O-O"
"Catalan Opening, Closed Variation, Botvinnik Variation","E07","1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 5.Nf3 O-O 6.O-O Nbd7 7.Nc3 c6 8.Qd3"
"English Opening, King's English Variation, Closed System","A25","1.c4 e5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3"
"Nimzo-Indian Defense, Romanishin Variation, English Hybrid","E20","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Nf3 c5 5.g3 O-O 6.Bg2 cxd4 7.Nxd4 d5 8.cxd5 Nxd5"
"Slav Defense, Alapin Variation","D16","1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4"
"Benoni Defense, Uhlmann Variation","A61","1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.Bg5"
"Italian Game, Classical Variation, Closed Variation","C53","1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Qe7"
"Spanish Game, Morphy Defense, Modern Steinitz Defense","C73","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 d6 5.Bxc6+ bxc6 6.d4"
"Hungarian Opening, Dutch Defense","A00","1.g3 f5"
"Russian Game, Classical Attack, Mason Variation","C42","1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O O-O"
"Sicilian Defense, Najdorf Variation, Polugayevsky  Variation","B96","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 b5"
"Modern Defense, Norwegian Defense","B06","1.e4 g6 2.d4 Nf6"
"Spanish Game, Berlin Defense","C65","1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O"
"Semi-Slav Defense, Botvinnik Variation","D44","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.Bg5 dxc4 6.e4"
"Slav Defense, Winawer Countergambit","D10","1.d4 d5 2.c4 c6 3.Nc3 e5"
"French Defense, MacCutcheon Variation, Exchange Variation","C12","1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.exd5"
"Rat Defense, Small Center Defense","C00","1.e4 d6 2.d4 e6"
"Queen Pawn Game, Franco-Sicilian Defense","C00","1.d4 e6 2.e4 c5"
"Spanish Game, Schliemann Defense, Schönemann Attack","C63","1.e4 e5 2.Nf3 Nc6 3.Bb5 f5 4.d4"
